,Date,Open,High,Low,Close,CRatio,Enter,Stop,EnterPrice,Shares,Capital,Commisions,DayCng,Down
757,2009-07-20,67573.76,68177.92,66334.72,66600.96,0.8843783979702791,1,71971.66592,74936.32,152.55600044097747,12703594.450800935,0.0,0.01611895539172803,-42.7356931610817
758,2009-07-21,66037.76,66938.88,65423.36,65638.4,0.8698979639250013,1,70538.16832000001,74936.32,152.55600044097747,12850438.754585404,0.0,0.0115592720118054,-42.07375946176316
759,2009-07-22,66344.96,66590.72,62248.96,62853.12,0.8622336466654535,1,69389.11743999999,74936.32,152.55600044097747,13275349.93149365,0.0,0.033065888645757324,-40.158376842458466
760,2009-07-23,63119.36,63221.76,60753.92,61050.88,0.8690653141344701,1,66510.592,74936.32,152.55600044097747,13550292.457728397,0.0,0.02071075547187573,-38.91901161820249
761,2009-07-24,61460.48,61839.36,60753.92,60794.88,0.8756161973600228,1,64729.25184,74936.32,152.55600044097747,13589346.793841287,0.0,0.0028821766197832943,-38.742965421575214
762,2009-07-27,61675.52,62136.32,60784.64,61440.0,0.8995924786958134,1,64343.02976,74936.32,152.55600044097747,13490929.866836803,0.0,-0.0072422117484769455,-39.18660183707594
763,2009-07-28,62453.76,64481.28,61460.48,64051.2,0.8944921636084465,1,64586.22976,74936.32,152.55600044097747,13092575.638485324,0.0,-0.029527559055118058,-40.98227304267409
764,2009-07-29,64327.68,65464.32,63539.2,64737.28,0.9011260028149191,1,67332.47488,74936.32,152.55600044097747,12987910.017702777,0.0,-0.007994272759813903,-41.45407684963518
765,2009-07-30,63682.56,63846.4,62238.72,63078.4,0.9010287016307661,1,67960.6784,74936.32,152.55600044097747,13240982.115714306,0.0,0.019485205677171047,-40.31329749549046
766,2009-07-31,63365.12,63590.4,62218.24,63457.28,0.9126760563380283,1,66237.4912,74936.32,152.55600044097747,13183181.698267229,0.0,-0.0043652666352052005,-40.57384586649883
767,2009-08-03,62812.16,63262.72,61921.28,62330.88,0.922410679264189,1,66680.6784,74936.32,152.55600044097747,13355020.777163945,0.0,0.013034719753525215,-39.79924260133885
768,2009-08-04,62801.92,63068.16,61460.48,61644.8,0.9144011724614686,1,65475.50208,74936.32,152.55600044097747,13459686.39794649,0.0,0.007837173938472164,-39.32743879437777
769,2009-08-05,61972.48,62597.12,61245.44,61388.8,0.9164519690835479,1,64803.891200000005,74936.32,152.55600044097747,13498740.73405938,0.0,0.002901578458681442,-39.15139259775049
770,2009-08-06,61429.76,62658.56,60497.92,62197.76,0.9174410293066476,1,64078.44864,74936.32,152.55600044097747,13375329.031942647,0.0,-0.009142460363383842,-39.707698579092664
771,2009-08-07,61480.96,62208.0,58890.24,59668.48,0.9133160858238257,1,64839.17824,74936.32,152.55600044097747,13761185.872738004,0.0,0.02884839990656407,-37.96836215641524
772,2009-08-10,60211.2,61081.6,59668.48,59750.4,0.9235033600703385,1,62660.372480000005,74936.32,152.55600044097747,13748688.48518188,0.0,-0.0009081621069360057,-38.02469693933595
773,2009-08-11,60395.52,62996.48,60293.12,61440.0,0.9249110320284697,1,62751.93856,61440.0,216.24783366110069,13286266.900138026,4518.8671608816285,-0.03363386882626973,-40.10916615294665
774,2009-08-12,61583.36,61767.68,59443.2,60016.64,0.9174477649603461,1,64391.70048,61440.0,216.24783366110069,13594065.416657891,0.0,0.02316666666666678,-38.721695168823246
775,2009-08-13,60047.36,60907.52,58511.36,58634.24,0.9057917189959046,1,63031.04,61440.0,216.24783366110069,13893006.421910996,0.0,0.0219905522071997,-37.37415140726454
776,2009-08-14,58859.52,60968.96,58859.52,60282.88,0.8952415752400746,1,61772.43136,61440.0,216.24783366110069,13536491.593423959,0.0,-0.025661459993624458,-38.98122211549381
777,2009-08-17,61911.04,63825.92,61829.12,63559.68,0.9318409288339459,1,63536.82432,63559.68,201.83345825667735,12828470.02008777,4363.163282345839,-0.052304658740389365,-42.17278846949852
778,2009-08-18,63365.12,63631.36,61890.56,62310.4,0.9058823529411765,1,66916.51584000001,63559.68,201.83345825667735,13080616.522818672,0.0,0.019655227968422784,-41.036181444088314
779,2009-08-19,63170.56,63467.52,59719.68,60303.36,0.9220505617977528,1,65688.13568,63559.68,201.83345825667735,13485704.346878152,0.0,0.030968557434033706,-39.210157042609616
780,2009-08-20,60098.56,60293.12,58849.28,59176.96,0.8868857940301946,1,64057.2928,63559.68,201.83345825667735,13713049.554258475,0.0,0.01685823754789273,-38.18534742953483
781,2009-08-21,58624.0,58705.92,57804.8,58101.76,0.9006121714079943,1,62818.3552,63559.68,201.83345825667735,13930060.888576053,0.0,0.01582516955538793,-37.20712007159982
782,2009-08-24,57917.44,58613.76,57415.68,58327.04,0.8927556463068181,1,61363.74272,63559.68,201.83345825667735,13884591.84709999,0.0,-0.003264094955489516,-37.41208199421477
783,2009-08-25,58214.4,60026.88,57702.4,59658.24,0.8849431818181819,1,61555.26144,63559.68,201.83345825667735,13615911.147468701,0.0,-0.01935099732063117,-38.623220627848596
784,2009-08-26,59392.0,60487.68,59095.04,60364.8,0.8797602299097239,1,62826.97728,63559.68,201.83345825667735,13473303.699202862,0.0,-0.010473588342440943,-39.26605574877734
785,2009-08-27,60375.04,61184.0,58777.6,58890.24,0.8687082013375572,1,63387.2384,63559.68,201.83345825667735,13770919.24340983,0.0,0.022089277496548654,-37.92448680075216
786,2009-08-28,58112.0,59944.96,58019.84,59914.24,0.8687719298245614,1,61914.28608,63559.68,201.83345825667735,13564241.782154992,0.0,-0.01500825453999699,-38.85613190354741
787,2009-08-31,60508.16,61409.28,60416.0,60590.08,0.8916695234830305,1,62909.347839999995,63559.68,201.83345825667735,13427834.657726798,0.0,-0.010056376657016641,-39.47101767139228
788,2009-09-01,61204.48,63969.28,59832.32,63856.64,0.9439767145070179,1,63427.635200000004,63856.64,201.24376004672055,12850750.337549817,4370.741166763637,-0.04297672222564264,-42.07235493152969
789,2009-09-02,64040.96,64245.76,63232.0,64194.56,0.9310566710355453,1,67070.39232,63856.64,201.24376004672055,12782746.046154829,0.0,-0.005291853752405373,-42.37889955745329
790,2009-09-03,64020.48,64112.64,60968.96,61143.04,0.9155405405405406,1,66979.06176,63856.64,201.24376004672055,13396845.404812597,0.0,0.04804127035305483,-39.610708693052366
791,2009-09-04,61480.96,61542.4,59392.0,59402.24,0.886938202247191,1,64194.41664,63856.64,201.24376004672055,13747170.542301929,0.0,0.026149823104137937,-38.03153940799143
792,2009-09-08,58890.24,58920.96,57344.0,57415.68,0.9081886532502182,1,62649.7536,63856.64,201.24376004672055,14146953.346260343,0.0,0.02908109728676367,-36.229428576804246
793,2009-09-09,57333.76,57548.8,55500.8,55562.24,0.8911688936911362,1,60722.67776,63856.64,201.24376004672055,14519946.580881337,0.0,0.026365622723962145,-34.548077749768794
794,2009-09-10,55470.08,55828.48,53258.24,53360.64,0.8883439834024895,1,58825.8304,63856.64,201.24376004672055,14963004.843000196,0.0,0.03051376667612815,-32.55089306572114
795,2009-09-11,53166.08,54353.92,52387.84,54056.96,0.9092620824270362,1,56809.113600000004,63856.64,201.24376004672055,14822874.788004464,0.0,-0.009365101225726424,-33.182560779745515
796,2009-09-14,54272.0,54906.88,52418.56,52520.96,0.9034457023854601,1,57436.30336,63856.64,201.24376004672055,15131985.203436226,0.0,0.020853607674127472,-31.789176116456463
797,2009-09-15,52582.4,53196.8,51998.72,52224.0,0.8894796809722751,1,55988.72576,63856.64,201.24376004672055,15191746.5504197,0.0,0.003949339507013372,-31.519788414887252
798,2009-09-16,52224.0,52408.32,50288.64,50708.48,0.9157325119546768,1,55723.91936,63856.64,201.24376004672055,15496735.493645705,0.0,0.020075963103635353,-30.144982213775386
799,2009-09-17,50565.12,51466.24,50073.6,50954.24,0.9117193172043438,1,53891.686400000006,63856.64,201.24376004672055,15447277.827176625,0.0,-0.0031914893617019935,-30.36792375990163
800,2009-09-18,50892.8,52193.28,50452.48,51916.8,0.9012810511951376,1,54196.93056,63856.64,201.24376004672055,15253568.633506052,0.0,-0.012540021344717323,-31.241111482229446
801,2009-09-21,52654.08,52992.0,51742.72,51927.04,0.9172702630575675,1,54939.2384,63856.64,201.24376004672055,15251507.897403173,0.0,-0.00013509862199412304,-31.250400713318037
802,2009-09-22,51292.16,51558.4,50176.0,50739.2,0.8984040132968464,1,54808.00256,63856.64,201.24376004672055,15490553.285337072,0.0,0.0156735576273479,-30.172849907041154
803,2009-09-23,50698.24,51456.0,48742.4,51445.76,0.9003449597546952,1,53589.61664,63856.64,201.24376004672055,15348362.494238459,0.0,-0.009179193827324905,-30.813806852154137
804,2009-09-24,51189.76,53217.28,50810.88,52080.64,0.9196462189327763,1,54400.67584,63856.64,201.24376004672055,15220596.855859999,0.0,-0.008324382384532591,-31.389739179646938
805,2009-09-25,52531.2,53155.84,51630.08,52162.56,0.9411981602792415,1,55009.83296,63856.64,201.24376004672055,15204110.96703697,0.0,-0.0010831302464122672,-31.464053028355686
806,2009-09-28,52172.8,52172.8,50329.6,50421.76,0.9470878949371907,1,55022.62272,63856.64,201.24376004672055,15554436.104526302,0.0,0.02304147465437789,-29.884883743294754
807,2009-09-29,50524.16,50810.88,49797.12,50124.8,0.9512840256797583,0,53180.53888,0.0,0.0,15611543.037943019,2654.413566756662,0.0036714242183359946,-29.62746140739845
808,2009-09-30,50176.0,51763.2,49868.8,51189.76,0.9606151912978245,0,52854.64064,0.0,0.0,15611543.037943019,0.0,0.0,-29.62746140739845
809,2009-10-01,51568.64,53616.64,51404.8,53606.4,0.997882103776915,0,53884.23168,0.0,0.0,15611543.037943019,0.0,0.0,-29.62746140739845
810,2009-10-02,54456.32,54814.72,52531.2,53483.52,0.9958333679108808,0,56429.486079999995,0.0,0.0,15611543.037943019,0.0,0.0,-29.62746140739845
811,2009-10-05,53544.96,53626.88,51128.32,51558.4,0.9721115185761855,0,56391.81311999999,0.0,0.0,15611543.037943019,0.0,0.0,-29.62746140739845
812,2009-10-06,51056.64,51200.0,49059.84,49745.92,0.961466554433221,0,54662.83008,0.0,0.0,15611543.037943019,0.0,0.0,-29.62746140739845
813,2009-10-07,50186.24,50227.2,49397.76,49500.16,0.9448697953725192,1,52969.3184,49500.16,315.3300731881789,15608889.075626569,2653.511142856517,-0.00017000000000000348,-29.639424738959185
814,2009-10-08,49070.08,49510.4,48742.4,49233.92,0.9393939393939394,1,52427.74528,49500.16,315.3300731881789,15692842.55431219,0.0,0.005378568473314083,-29.260985567095908
815,2009-10-09,49469.44,49500.16,48343.04,48455.68,0.9218501196172251,1,51904.27647999999,49500.16,315.3300731881789,15938245.030470157,0.0,0.01563786008230439,-28.154778757034048
816,2009-10-12,48117.76,48220.16,46540.8,46796.8,0.9141835518474374,1,51068.159999999996,49500.16,315.3300731881789,16461339.782280562,0.0,0.03282009724473256,-25.796811609270577
817,2009-10-13,47073.28,48424.96,46612.48,46817.28,0.9163013152650458,1,49383.55712,49500.16,315.3300731881789,16454881.82238167,0.0,-0.0003923107100822776,-25.82592231479852
818,2009-10-14,46059.52,46284.8,45209.6,45578.24,0.9300244507729862,1,49529.43616,49500.16,315.3300731881789,16845588.39626475,0.0,0.023744113029827263,-24.064724630357905
819,2009-10-15,46182.4,46284.8,44728.32,44748.8,0.8967795167951906,1,48161.78176,49500.16,315.3300731881789,17107135.77216995,0.0,0.015526164462334568,-22.885741056476185
820,2009-10-16,45260.8,46223.36,45004.8,45680.64,0.8782786885245902,1,47229.450240000006,49500.16,315.3300731881789,16813298.596770283,0.0,-0.017176292940732085,-24.21027815799762
821,2009-10-19,45496.32,45557.76,44154.88,44451.84,0.889855072463768,1,47994.09152,49500.16,315.3300731881789,17200776.190703917,0.0,0.023045899750335996,-22.46363582632097
822,2009-10-20,44400.64,44984.32,43857.92,44236.8,0.8811130219693517,1,46593.269759999996,49500.16,315.3300731881789,17268584.7696423,0.0,0.003942181340341522,-22.157973418277564
823,2009-10-21,44636.16,45137.92,43008.0,45066.24,0.9050916458285801,1,46219.06944000001,49500.16,315.3300731881789,17007037.3937371,0.0,-0.015145848915482318,-23.336956992159298
824,2009-10-22,44892.16,45516.8,42987.52,43089.92,0.8860814132762314,1,47252.6848,49500.16,315.3300731881789,17630230.52398036,0.0,0.03664325042718808,-20.5277739087127
825,2009-10-23,42649.6,43765.76,42147.84,43335.68,0.9160839537673368,1,45552.88576,49500.16,315.3300731881789,17552735.005193632,0.0,-0.004395604395604491,-20.87710237504804
826,2009-10-26,42977.28,45107.2,42188.8,44748.8,0.9582182909649863,0,45870.99136,0.0,0.0,17104227.55908868,2908.213081268892,-0.02555199779249462,-22.89885048049659
827,2009-10-27,44697.6,45189.12,43888.64,44216.32,0.9752553407405867,0,47478.640640000005,0.0,0.0,17104227.55908868,0.0,0.0,-22.89885048049659
828,2009-10-28,44523.52,47308.8,44390.4,47278.08,1.0178701677607584,0,46865.776640000004,0.0,0.0,17104227.55908868,0.0,0.0,-22.89885048049659
829,2009-10-29,46100.48,46458.88,44738.56,44871.68,0.9649259547934529,0,50216.91904000001,0.0,0.0,17104227.55908868,0.0,0.0,-22.89885048049659
830,2009-10-30,45455.36,50176.0,44881.92,49377.28,1.0557275885792914,0,47836.24192,0.0,0.0,17104227.55908868,0.0,0.0,-22.89885048049659
831,2009-11-02,48691.2,51107.84,47400.96,49879.04,1.033310235947259,0,52981.698560000004,0.0,0.0,17104227.55908868,0.0,0.0,-22.89885048049659
832,2009-11-03,50667.52,50974.72,49152.0,49930.24,0.9979216488423397,0,53845.18656,0.0,0.0,17104227.55908868,0.0,0.0,-22.89885048049659
833,2009-11-04,48691.2,49909.76,47872.0,49520.64,0.9836763307310148,0,54005.7088,0.0,0.0,17104227.55908868,0.0,0.0,-22.89885048049659
834,2009-11-05,48547.84,49049.6,46858.24,46991.36,0.9556557325946737,0,53581.63968,0.0,0.0,17104227.55908868,0.0,0.0,-22.89885048049659
835,2009-11-06,47994.88,48035.84,45619.2,45701.12,0.9346986837209694,1,50999.306240000005,45701.12,374.19914086139755,17101319.840403635,2907.224372868618,-0.00017000000000000348,-22.911957675914906
836,2009-11-09,44840.96,44840.96,42854.4,42967.04,0.948381810733306,1,49834.465280000004,45701.12,374.19914086139755,18124410.227449965,0.0,0.0598252296661439,-18.300147839363103
837,2009-11-10,43274.24,43530.24,42240.0,43489.28,0.9243221741935319,1,46954.0864,45701.12,374.19914086139755,17928988.46812651,0.0,-0.010782241014799077,-19.181055336232543
838,2009-11-11,42752.0,44001.28,42106.88,43458.56,0.922707325699132,1,47474.71872,45701.12,374.19914086139755,17940483.865733773,0.0,0.0006411626415900873,-19.129237248181397
839,2009-11-12,43898.88,45342.72,43304.96,44789.76,0.9298043728423474,1,47283.23072,45701.12,374.19914086139755,17442349.969419077,0.0,-0.027765912003417492,-21.374687730397646
840,2009-11-13,45056.0,45977.6,44113.92,44544.0,0.9125000390625,1,48664.268800000005,45701.12,374.19914086139755,17534313.150277175,0.0,0.005272407732864748,-20.960143025988486
841,2009-11-16,44001.28,44216.32,43192.32,43827.2,0.9101391252485089,1,47879.936,45701.12,374.19914086139755,17802539.094446626,0.0,0.015297202797202925,-19.751054304795122
842,2009-11-17,44441.6,44544.0,42823.68,43212.8,0.8949680153766767,1,46741.923839999996,45701.12,374.19914086139755,18032447.046591867,0.0,0.012914334911751979,-18.71469254377226
843,2009-11-18,43397.12,43612.16,42240.0,42321.92,0.8749999949433654,1,46111.44704000001,45701.12,374.19914086139755,18365813.577202473,0.0,0.018487037824054697,-17.211967990289068
844,2009-11-19,42926.08,44288.0,42700.8,43376.64,0.9012344921850062,1,45116.067839999996,45701.12,374.19914086139755,17971138.25935314,0.0,-0.021489672438973595,-18.99105568004501
845,2009-11-20,43878.4,43991.04,41830.4,42229.76,0.8998378345498784,1,46075.93472,45701.12,374.19914086139755,18400299.770024255,0.0,0.023880597014925176,-17.05651372613565
846,2009-11-23,41185.28,41410.56,39577.6,39731.2,0.8776440946642847,1,44888.862720000005,45701.12,374.19914086139755,19335258.77541491,0.0,0.05081216159933377,-12.841975897975932
847,2009-11-24,39772.16,40673.28,39290.88,39331.84,0.862257750631845,1,42366.18752,45701.12,374.19914086139755,19484698.94430932,0.0,0.007728894173602896,-12.168340753311057
848,2009-11-25,39004.16,39577.6,38420.48,38645.76,0.8655959425190195,1,41981.29664,45701.12,374.19914086139755,19741429.490871504,0.0,0.013176007866273043,-11.011070120168863
849,2009-11-27,43069.44,43161.6,39936.0,41082.88,0.9460803059273423,1,41179.46368,41082.88,440.08460371000564,18079942.964065716,6149.271360044759,-0.08416242236024829,-18.500594022101723
850,2009-11-30,40826.88,41850.88,40611.84,41246.72,0.9340701219512196,1,43803.074559999994,41082.88,440.08460371000564,18007839.502593867,0.0,-0.003988035892323105,-18.825616578344594
851,2009-12-01,40550.4,40673.28,39424.0,39720.96,0.8789093472770911,1,43868.84608,41082.88,440.08460371000564,18679302.987550445,0.0,0.03728728728728714,-15.798844023332926
852,2009-12-02,39669.76,40028.16,38922.24,39516.16,0.8516129778876201,1,42378.45504,41082.88,440.08460371000564,18769432.314390253,0.0,0.004825090470446325,-15.392565828029348
853,2009-12-03,39311.36,40417.28,38809.6,40335.36,0.8804390043120345,1,42077.194240000004,41082.88,440.08460371000564,18408915.007031016,0.0,-0.019207683073229287,-17.01767860924367
854,2009-12-04,38819.84,40140.8,38512.64,39362.56,0.8582390953150242,1,42933.37088,41082.88,440.08460371000564,18837029.309520114,0.0,0.023255813953488635,-15.087857181551644
855,2009-12-07,39639.04,39833.6,38830.08,39034.88,0.873517821087661,1,41967.001599999996,41082.88,440.08460371000564,18981236.232463807,0.0,0.00765550239234436,-14.437812069065926
856,2009-12-08,39833.6,40550.4,39526.4,40120.32,0.9066208154083742,1,41457.65376,41082.88,440.08460371000564,18503550.80021282,0.0,-0.02516619183285851,-16.59108650417489
857,2009-12-09,40335.36,40509.44,39710.72,39884.8,0.8782946076858376,1,42416.08704,41082.88,440.08460371000564,18607199.526078597,0.0,0.005601558694593223,-16.123866579575786
858,2009-12-10,39424.0,39608.32,39034.88,39208.96,0.8808208366219417,1,42088.929280000004,41082.88,440.08460371000564,18904626.304649968,0.0,0.01598449987890538,-14.783148535073975
859,2009-12-11,39116.8,39424.0,38717.44,39014.4,0.8594744880782448,1,41321.45152,41082.88,440.08460371000564,18990249.165147785,0.0,0.004529201430274021,-14.397184249535577
860,2009-12-14,38707.2,39096.32,38195.2,38297.6,0.8611563868549018,1,40731.40224,41082.88,440.08460371000564,19305701.80908712,0.0,0.016611295681063343,-12.975210565973027
861,2009-12-15,38758.4,38758.4,37580.8,37703.68,0.8689850384148806,1,39961.5488,41082.88,440.08460371000564,19567076.856922567,0.0,0.013538748832866432,-11.797003799592643
862,2009-12-16,37539.84,37765.12,36055.04,36229.12,0.8470103505154639,1,39356.37504,41082.88,440.08460371000564,20216008.01016919,0.0,0.033164440350068825,-8.87180079340688
863,2009-12-17,36864.0,37058.56,36433.92,36710.4,0.908393829362638,1,37976.66816,41082.88,440.08460371000564,20004204.09209564,0.0,-0.010477039679001265,-9.82655455237028
864,2009-12-18,36382.72,36751.36,35973.12,36085.76,0.8841761827079935,1,38303.61088,41082.88,440.08460371000564,20279098.538957056,0.0,0.013741833746339083,-8.58740605669437
865,2009-12-21,35942.4,36044.8,34928.64,34949.12,0.8708031929110414,1,37545.53344,41082.88,440.08460371000564,20779316.302918,0.0,0.024666666666666837,-6.332562072759496
866,2009-12-22,34631.68,34764.8,33996.8,34160.64,0.858523769771529,1,36426.57792,41082.88,440.08460371000564,21126314.211251263,0.0,0.01669919757102578,-4.768391020840712
867,2009-12-23,33873.92,34068.48,33382.4,33669.12,0.8690475749559083,1,35597.90592,41082.88,440.08460371000564,21342624.595666803,0.0,0.010238907849829282,-3.7933233521121212
868,2009-12-24,33658.88,33669.12,32931.84,33382.4,0.8680338386090057,1,35088.701440000004,41082.88,440.08460371000564,21468805.65324254,0.0,0.005912162162162282,-3.224533878687097
869,2009-12-28,33382.4,33740.8,32942.08,33392.64,0.8861716318363718,1,34827.704320000004,41082.88,440.08460371000564,21464299.18690055,0.0,-0.0002099076406381073,-3.2448477884522764
870,2009-12-29,33382.4,33382.4,32808.96,33382.4,0.8842245198508406,1,34852.413440000004,41082.88,440.08460371000564,21468805.65324254,0.0,0.00020995171110649302,-3.224533878687097
871,2009-12-30,33597.44,34170.88,33280.0,33976.32,0.8808472639011474,1,34790.72768,41082.88,440.08460371000564,21207430.605407093,0.0,-0.01217464315701089,-4.402740645067482
872,2009-12-31,33914.88,34908.16,33566.72,34887.68,0.9074927127456137,1,35339.63264,41082.88,440.08460371000564,20806355.10096994,0.0,-0.01891202719932006,-6.210678614168419
873,2010-01-04,34017.28,34037.76,33423.36,33495.04,0.8801054457619675,1,36193.116160000005,41082.88,440.08460371000564,21419234.523480643,0.0,0.029456356941736983,-3.447986886104071
874,2010-01-05,33546.24,33587.2,32798.72,32860.16,0.8642251390900019,1,34798.868480000005,41082.88,440.08460371000564,21698635.43668405,0.0,0.013044393014937983,-2.188524480662979
875,2010-01-06,32768.0,32870.4,31754.24,31948.8,0.8788991228852809,1,34165.59616000001,41082.88,440.08460371000564,22099710.941121202,0.0,0.018483904465212975,-0.38058651156204215
876,2010-01-07,31948.8,32071.68,31047.68,31047.68,0.882407361111111,1,33254.23616,41082.88,440.08460371000564,22496279.979216363,0.0,0.01794453507340954,0.0
877,2010-01-08,31334.4,31385.6,30208.0,30228.48,0.8633332857142856,1,32393.30816,41082.88,440.08460371000564,22856797.2865756,0.0,0.01602564102564097,0.0
878,2010-01-11,30003.2,30259.2,29603.84,29675.52,0.8251057357780912,1,31651.2768,41082.88,440.08460371000564,23100146.469043083,0.0,0.010646687697160706,0.0
879,2010-01-12,30382.08,31354.88,30044.16,30607.36,0.8375401175979753,1,31085.45536,30607.36,734.202902242085,22472012.5419683,7643.082912459459,-0.02719177248146698,-2.719177248146698
880,2010-01-13,30515.2,31109.12,29767.68,30177.28,0.8384217548885977,1,32097.679360000002,30607.36,734.202902242085,22787778.526164576,0.0,0.014051522248243575,-1.3522336029215931
881,2010-01-14,30289.92,30464.0,29286.4,29440.0,0.8512795679034073,1,31788.175359999997,30607.36,734.202902242085,23329091.641929623,0.0,0.02375453645661496,0.0
882,2010-01-15,29706.24,30760.96,29470.72,30218.24,0.8337988826815642,1,31095.9104,30607.36,734.202902242085,22757705.57528874,0.0,-0.02449242668385443,-2.449242668385443
883,2010-01-19,30361.6,30382.08,28364.8,28487.68,0.8415510216156544,1,31866.112,30607.36,734.202902242085,24028287.749792803,0.0,0.055830855632639675,0.0
884,2010-01-20,29122.56,29962.24,28436.48,28477.44,0.8728971962616823,1,30355.80416,30607.36,734.202902242085,24035805.987511765,0.0,0.00031289111389254387,0.0
885,2010-01-21,28467.2,30187.52,27944.96,30023.68,0.9619870410367171,0,30461.31712,0.0,0.0,22896658.99809333,3893.0938556313235,-0.047393750390991696,-4.739375039099169
886,2010-01-22,30464.0,33024.0,29992.96,32655.36,1.0387979445112991,0,32184.40192,0.0,0.0,22896658.99809333,0.0,0.0,-4.739375039099169
887,2010-01-25,31651.84,32808.96,31385.6,32348.16,1.008733584409147,0,35131.1872,0.0,0.0,22896658.99809333,0.0,0.0,-4.739375039099169
888,2010-01-26,32737.28,32788.48,31272.96,32481.28,0.9753674612634088,0,34862.57152,0.0,0.0,22896658.99809333,0.0,0.0,-4.739375039099169
889,2010-01-27,32542.72,33525.76,31744.0,31744.0,0.9589722320336608,0,35130.73664,0.0,0.0,22896658.99809333,0.0,0.0,-4.739375039099169
890,2010-01-28,31334.4,32747.52,31232.0,31764.48,0.9618970409404134,0,34467.40992,0.0,0.0,22896658.99809333,0.0,0.0,-4.739375039099169
891,2010-01-29,31252.48,32952.32,30842.88,32399.36,0.9700552391668733,0,34515.22048,0.0,0.0,22896658.99809333,0.0,0.0,-4.739375039099169
892,2010-02-01,31784.96,31805.44,30781.44,30883.84,0.9555837967675042,0,35296.39936,0.0,0.0,22896658.99809333,0.0,0.0,-4.739375039099169
893,2010-02-02,30617.6,30720.0,29501.44,29716.48,0.9367640645442652,1,33739.07968,29716.48,770.3727549852356,22892766.566063654,3891.770316230821,-0.00017000000000000348,-4.755569345342526
894,2010-02-03,30095.36,30105.6,29286.4,29829.12,0.9391304347826087,1,32446.32064,29716.48,770.3727549852356,22805991.778942116,0.0,-0.003790489317711976,-5.116592342310556
895,2010-02-04,30464.0,33187.84,30464.0,33136.64,1.0038491147036182,0,32448.03072,0.0,0.0,20784920.275282223,3534.0372331276103,-0.0886201978519543,-13.52517870180263
896,2010-02-05,32686.08,35266.56,32184.32,33433.6,1.0042308076923077,0,35831.11168,0.0,0.0,20784920.275282223,0.0,0.0,-13.52517870180263
897,2010-02-08,33443.84,34242.56,32880.64,34109.44,1.0030268634127886,0,36136.11008,0.0,0.0,20784920.275282223,0.0,0.0,-13.52517870180263
898,2010-02-09,33320.96,34088.96,32419.84,33075.2,0.9984638633462418,0,36802.304000000004,0.0,0.0,20784920.275282223,0.0,0.0,-13.52517870180263
899,2010-02-10,33208.32,34273.28,32645.12,32860.16,0.9818322001611054,0,35792.1792,0.0,0.0,20784920.275282223,0.0,0.0,-13.52517870180263
900,2010-02-11,33177.6,33873.92,31887.36,32153.6,0.9751729344729344,0,35553.024000000005,0.0,0.0,20784920.275282223,0.0,0.0,-13.52517870180263
901,2010-02-12,33536.0,33792.0,32071.68,32184.32,0.9292723192670613,1,34920.417279999994,32184.32,645.6991118294693,20781386.838835426,3532.8357626020224,-0.00017000000000000348,-13.539879421423318
902,2010-02-16,31488.0,31549.44,30341.12,30535.68,0.9439966058549003,1,34890.045439999994,32184.32,645.6991118294693,21845912.222561963,0.0,0.05122494432071267,-9.11096455882362
903,2010-02-17,30279.68,30371.84,29634.56,29634.56,0.9325890110524253,1,33270.34368,32184.32,645.6991118294693,22427764.606213734,0.0,0.026634382566586012,-6.690191217775343
904,2010-02-18,29900.8,29900.8,28282.88,28508.16,0.9056188803503563,1,32293.66272,32184.32,645.6991118294693,23155080.08577845,0.0,0.032429245283018826,-3.6642245414649888
905,2010-02-19,28917.76,28917.76,27648.0,27699.2,0.8973554862104656,1,31292.66176,32184.32,645.6991118294693,23677424.839284014,0.0,0.022558537978297988,-1.4910302921148366
906,2010-02-22,27412.48,28129.28,27054.08,27463.68,0.9176254486884492,1,30255.4112,32184.32,645.6991118294693,23829499.894102093,0.0,0.0064227869310249375,-0.8583281688862909
907,2010-02-23,27637.76,28743.68,27310.08,27934.72,0.9447391713201073,1,29704.78592,32184.32,645.6991118294693,23525349.78446594,0.0,-0.012763596004439548,-2.12373241534336
908,2010-02-24,27842.56,28026.88,27238.4,27443.2,0.9180253623188406,1,30187.07968,32184.32,645.6991118294693,23842723.811912358,0.0,0.013490725126475533,-0.8033105929533879
909,2010-02-25,28293.12,28897.28,27381.76,27381.76,0.9107385591300409,1,29557.299199999998,32184.32,645.6991118294693,23882395.565343164,0.0,0.0016638935108155284,-0.6382578651546345
910,2010-02-26,27289.6,27586.56,26726.4,26920.96,0.9006928406466513,1,29478.174719999995,32184.32,645.6991118294693,24179933.716074184,0.0,0.012458471760797396,0.0
911,2010-03-01,26624.0,26644.48,26112.0,26255.36,0.8983208536230944,1,28840.529919999997,32184.32,645.6991118294693,24609711.044907875,0.0,0.017774131802023474,0.0
912,2010-03-02,26030.08,26234.88,25712.64,25958.4,0.89990552407932,1,27988.439039999997,32184.32,645.6991118294693,24801457.853156753,0.0,0.007791509940891839,0.0
913,2010-03-03,25845.76,26040.32,25528.32,25856.0,0.8979494944181924,1,27583.76448,32184.32,645.6991118294693,24867577.442208093,0.0,0.0026659557451347293,0.0
914,2010-03-04,25876.48,26030.08,25528.32,25610.24,0.8901568288085197,1,27445.99552,32184.32,645.6991118294693,25026264.455931302,0.0,0.00638128157404938,0.0
