,Date,Open,High,Low,Close,CRatio,Enter,Stop,EnterPrice,Shares,Capital,Commisions,DayCng,Down
13,2006-08-03,57608.83,57858.51,56464.45,56716.93,0.9607973421926911,0,60435.16494,0.0,0.0,10000000.0,0.0,0.0,0.0
14,2006-08-04,56248.88,57924.79,55803.48,57561.37,0.9502982107355865,0,59552.01716,0.0,0.0,10000000.0,0.0,0.0,0.0
15,2006-08-07,58185.69,58314.7,57806.2,58051.97,0.9921824104234528,0,60493.7375,0.0,0.0,10000000.0,0.0,0.0,0.0
16,2006-08-08,57811.28,58480.7,57420.16,57870.62,0.9844861021331609,0,60440.624520000005,0.0,0.0,10000000.0,0.0,0.0,0.0
17,2006-08-09,57147.94,57579.67,56350.18,57267.25,0.975609756097561,0,60005.24067,0.0,0.0,10000000.0,0.0,0.0,0.0
18,2006-08-10,57919.72,58969.66,57642.72,57641.31,0.9463350785340315,1,59384.8503,57641.31,173.4571958895452,9998300.0,1699.711,-0.00017000000000000348,-0.017000000000000348
19,2006-08-11,57740.45,58187.52,57641.31,57911.69,0.9358638743455499,1,59592.02244,57641.31,173.4571958895452,9951400.643375384,0.0,-0.004690733087086452,-0.48599356624616785
20,2006-08-14,57732.61,57732.61,55258.99,55726.87,0.9332460732984293,1,59730.68258,57641.31,173.4571958895452,10330373.39409878,0.0,0.038082352857100155,0.0
21,2006-08-15,55366.15,55487.01,54860.41,55210.8,0.9242424242424243,1,57771.659980000004,57641.31,173.4571958895452,10419889.449181497,0.0,0.008665326185968603,0.0
22,2006-08-16,54582.15,54730.07,52481.99,52480.71,0.8845331432644334,1,57122.799380000004,57641.31,173.4571958895452,10893443.205107586,0.0,0.04544709982151374,0.0
23,2006-08-17,51934.35,52381.22,51605.43,52096.93,0.9147982062780269,1,54605.75995,57641.31,173.4571958895452,10960012.607746076,0.0,0.006110960637980556,0.0
24,2006-08-18,51399.51,52166.28,51133.8,51314.69,0.8885496183206107,1,54124.91156,57641.31,173.4571958895452,11095697.764658714,0.0,0.012380018323769226,0.0
25,2006-08-21,51983.3,52850.6,50826.89,51087.8,0.910581222056632,1,53171.72525,57641.31,173.4571958895452,11135053.467834093,0.0,0.003546933596256796,0.0
26,2006-08-22,50929.5,51081.72,49845.77,50643.13,0.9076693968726731,1,53182.72322,57641.31,173.4571958895452,11212184.679130297,0.0,0.006926882885566199,0.0
27,2006-08-23,50308.29,52343.11,50308.29,51606.48,0.9144542772861357,1,52765.59259,57641.31,173.4571958895452,11045084.689470103,0.0,-0.014903428229399829,-1.4903428229399829
28,2006-08-24,51198.84,51470.6,50791.21,51105.13,0.9131075110456554,1,53855.379400000005,57641.31,173.4571958895452,11132047.454629328,0.0,0.007873435795574535,-0.7147333619123453
29,2006-08-25,50677.54,50772.39,49941.29,50060.1,0.9111769059955589,1,53252.36405,57641.31,173.4571958895452,11313315.428049779,0.0,0.01628343520446185,0.0
30,2006-08-28,50516.39,50516.39,49171.53,49356.92,0.9116766467065869,1,52252.061779999996,57641.31,173.4571958895452,11435287.05905539,0.0,0.01078124549618753,0.0
31,2006-08-29,49612.77,50766.35,49464.64,49950.55,0.9177877428998504,1,51371.66646,57641.31,173.4571958895452,11332317.663859477,0.0,-0.009004530858223836,-0.9004530858223836
32,2006-08-30,49923.69,49983.38,49401.42,49627.98,0.9174174174174174,1,52071.28873,57641.31,173.4571958895452,11388269.751537569,0.0,0.004937391391394819,-0.4111598359971991
33,2006-08-31,49443.45,49443.45,48690.45,48877.7,0.925563909774436,1,51487.137890000005,57641.31,173.4571958895452,11518411.216469577,0.0,0.011427676703428702,0.0
34,2006-09-01,48485.96,48557.19,47702.49,47886.17,0.9067475360121305,1,50733.279859999995,57641.31,173.4571958895452,11690399.229909938,0.0,0.014931574347202048,0.0
35,2006-09-05,48452.81,48711.72,48130.28,48203.93,0.9453592814371259,1,49713.8384,57641.31,173.4571958895452,11635281.471344076,0.0,-0.004714788390189684,-0.47147883901896837
36,2006-09-06,48959.28,50543.75,48917.97,50212.7,0.9594972067039106,0,49805.16201,0.0,0.0,11355605.47575722,1930.7811636765525,-0.02403689126693276,-2.8638350801240886
37,2006-09-07,51166.44,51802.27,50645.42,50779.04,0.95922598479613,0,51875.135319999994,0.0,0.0,11355605.47575722,0.0,0.0,-2.8638350801240886
38,2006-09-08,50332.69,50743.8,50156.49,50444.07,0.9274136715997181,1,52303.63403,50444.07,225.07452358277874,11353675.022826342,1930.1247538804782,-0.00017000000000000348,-2.8803482281604675
39,2006-09-11,51123.55,52183.77,50082.36,50652.73,0.9147887323943663,1,51954.20747,50652.73,217.36314835338928,11010036.865494173,3744.6857274153404,-0.030266689564505844,-5.819838578951641
40,2006-09-12,50135.87,50188.43,47744.27,47995.22,0.8816568047337279,1,52362.30614,50652.73,217.36314835338928,11587681.605874788,0.0,0.05246528666865524,-0.878649411496113
41,2006-09-13,48179.82,48688.59,46188.38,47166.16,0.8380809595202399,1,49877.38624,50652.73,217.36314835338928,11767888.69764865,0.0,0.01555160884663076,0.0
42,2006-09-14,47328.17,48068.75,47264.52,47854.08,0.8523985239852399,1,49236.49074000001,50652.73,217.36314835338928,11618360.240633387,0.0,-0.012706481243754508,-1.2706481243754508
43,2006-09-15,47202.27,47845.44,46550.46,47678.06,0.8769574944071589,1,49959.30713,50652.73,217.36314835338928,11656620.502006551,0.0,0.0032930861654085763,-0.9455238615940664
44,2006-09-18,47660.89,47723.84,46979.95,47224.65,0.8791044776119402,1,49868.37799,50652.73,217.36314835338928,11755175.12710146,0.0,0.00845481973767126,-0.10803612163436949
45,2006-09-19,47358.35,48743.63,46853.44,47025.06,0.8841328413284133,1,49397.57082,50652.73,217.36314835338928,11798558.637881314,0.0,0.0036905882141928803,0.0
46,2006-09-20,47058.99,47092.92,46115.32,46114.19,0.8576807228915664,1,49403.45457,50652.73,217.36314835338928,11996548.208821965,0.0,0.016780826965165918,0.0
47,2006-09-21,45630.86,47689.25,45598.75,47363.06,0.9000734753857458,1,48390.82031,50652.73,217.36314835338928,11725089.893737867,0.0,-0.022628035194696583,-2.2628035194696583
48,2006-09-22,47713.33,48615.93,47373.17,47513.1,0.893541518807665,1,49786.27336,50652.73,217.36314835338928,11692476.726958925,0.0,-0.002781485436317288,-2.534658108066734
49,2006-09-25,47103.85,48126.97,45803.98,45960.7,0.900445765230312,1,50039.21901,50652.73,217.36314835338928,12029911.278462727,0.0,0.02885911679651154,0.0
50,2006-09-26,46194.47,46194.47,44898.68,45003.9,0.8801526717557252,1,48521.60707,50652.73,217.36314835338928,12237884.33880725,0.0,0.01728799618970256,0.0
51,2006-09-27,45028.83,45361.27,44363.95,45150.08,0.875945537065053,1,47384.51298,50652.73,217.36314835338928,12206110.193780951,0.0,-0.0025963756599284293,-0.25963756599284293
52,2006-09-28,45500.6,45884.18,44945.07,45026.04,0.8818660647103086,1,47294.73925,50652.73,217.36314835338928,12233071.918702705,0.0,0.00220887117138191,-0.03932395478918327
53,2006-09-29,45338.55,45483.3,44808.93,44859.9,0.8907063197026023,1,47191.87541,50652.73,217.36314835338928,12269184.632170137,0.0,0.0029520560091060855,0.0
54,2006-10-02,44872.98,45669.56,44807.55,45666.22,0.924944812362031,1,46928.29964,50652.73,217.36314835338928,12093920.378389832,0.0,-0.014284914526492498,-1.4284914526492498
55,2006-10-03,46001.55,46279.9,45352.06,45695.6,0.9066666666666667,1,47753.16448,50652.73,217.36314835338928,12087534.24909121,0.0,-0.0005280445958643076,-1.4805416050438613
56,2006-10-04,45857.7,45857.7,43199.28,43398.83,0.8957703927492446,1,47631.45553,50652.73,217.36314835338928,12586767.407334823,0.0,0.04130148862090288,0.0
57,2006-10-05,43373.01,43798.89,42863.26,43022.85,0.9021084337349399,1,45598.574270000005,50652.73,217.36314835338928,12668491.603852732,0.0,0.0064928661882068806,0.0
58,2006-10-06,43106.32,43876.76,42849.5,42956.91,0.8837920489296637,1,45041.27968,50652.73,217.36314835338928,12682824.529855153,0.0,0.0011313837866901988,0.0
59,2006-10-09,43161.23,43451.77,42078.93,42172.83,0.894333843797856,1,44941.506180000004,50652.73,217.36314835338928,12853254.627216078,0.0,0.01343786606522368,0.0
60,2006-10-10,42303.03,42303.03,41007.36,41046.91,0.882758620689655,1,44008.25263,50652.73,217.36314835338928,13097988.143210126,0.0,0.019040587235845896,0.0
61,2006-10-11,41606.92,41677.91,40360.69,40499.35,0.8870229007633588,1,42882.31379,50652.73,217.36314835338928,13217007.50872251,0.0,0.00908684327784215,0.0
62,2006-10-12,40141.9,40185.8,39257.66,39613.37,0.892914653784219,1,42384.97809,50652.73,217.36314835338928,13409586.910900645,0.0,0.014570575226732885,0.0
63,2006-10-13,39329.78,39482.48,38862.33,39083.33,0.8811475409836066,1,41497.2758,50652.73,217.36314835338928,13524798.074053876,0.0,0.008591701140292063,0.0
64,2006-10-16,39355.86,39355.86,37847.65,38170.45,0.8979757085020244,1,40958.72326,50652.73,217.36314835338928,13723224.544922719,0.0,0.014671307459259264,0.0
65,2006-10-17,38571.66,39699.97,38453.29,38677.44,0.9287410926365796,1,40147.29666,50652.73,217.36314835338928,13613023.602339033,0.0,-0.008030251361328733,-0.8030251361328733
66,2006-10-18,38922.04,38952.62,38004.79,38498.4,0.9093825180433038,1,40704.34454,50652.73,217.36314835338928,13651940.300420223,0.0,0.0028587842949527875,-0.5194423822852179
67,2006-10-19,38547.13,38894.34,38103.97,38283.49,0.8854589764419172,1,40256.741910000004,50652.73,217.36314835338928,13698653.814632852,0.0,0.0034217490836223607,-0.17904487541856584
68,2006-10-20,38371.49,38684.04,37575.66,37574.75,0.8814262023217247,1,40019.02609,50652.73,217.36314835338928,13852707.772396833,0.0,0.011245919478556354,0.0
69,2006-10-23,37521.85,38035.69,36191.93,36680.87,0.9074529074529074,1,39323.021929999995,50652.73,217.36314835338928,14047004.343446959,0.0,0.014025891128468304,0.0
70,2006-10-24,36542.47,36927.57,36037.02,36077.37,0.9365768896611641,1,38503.07637,50652.73,217.36314835338928,14178183.003478229,0.0,0.009338550542448365,0.0
71,2006-10-25,36391.93,36391.93,35171.13,35197.77,0.9383802816901409,1,37835.97253000001,50652.73,217.36314835338928,14369375.62876987,0.0,0.013484987832696138,0.0
72,2006-10-26,35200.75,35433.44,34422.16,34423.24,0.9403383793410508,1,36941.23459,50652.73,217.36314835338928,14537729.908064023,0.0,0.011716186119950622,0.0
73,2006-10-27,34868.91,34977.36,34316.28,34595.07,0.9498680738786281,1,36179.75757,50652.73,217.36314835338928,14500380.398282459,0.0,-0.0025691431893259953,-0.25691431893259953
74,2006-10-30,34908.76,35619.01,34458.94,34725.38,0.9302325581395349,1,36358.01358,50652.73,217.36314835338928,14472055.80642053,0.0,-0.001953368883018003,-0.45174935879820355
75,2006-10-31,34791.72,35088.04,34412.85,34478.75,0.9736842105263157,0,36433.6656,0.0,0.0,14523194.716805374,2469.3628935488173,0.003533631369923018,-0.09998253751148933
76,2006-11-01,34346.53,35418.95,34096.8,35231.91,0.9528145695364238,0,36097.31167,0.0,0.0,14523194.716805374,0.0,0.0,-0.09998253751148933
77,2006-11-02,35329.98,35795.49,35249.47,35464.3,0.9422442244224423,1,36909.239910000004,35464.3,409.44628185819306,14520725.773703517,2468.5233815295983,-0.00017000000000000348,-0.11696554048010732
78,2006-11-03,34921.57,35487.65,34758.17,35223.27,0.9238410596026491,1,37103.26696,35464.3,409.44628185819306,14619414.6110198,0.0,0.00679641216660154,0.0
79,2006-11-06,35147.7,35157.87,33871.61,34036.42,0.9789473684210526,0,36802.74966,0.0,0.0,15102798.018434986,2567.9122082093436,0.03306448447332655,0.0
80,2006-11-07,33946.63,34256.57,33572.95,34153.28,0.9770925110132159,0,35528.37216,0.0,0.0,15102798.018434986,0.0,0.0,0.0
81,2006-11-08,34304.82,34478.0,33402.81,33536.61,0.9606791778373548,0,35612.74415,0.0,0.0,15102798.018434986,0.0,0.0,0.0
82,2006-11-09,33594.12,33847.14,33208.83,33626.69,0.9683377308707124,0,34973.21338,0.0,0.0,15102798.018434986,0.0,0.0,0.0
83,2006-11-10,33894.55,33899.21,33894.55,33898.38,0.939077458659704,1,35004.73709,33898.38,445.4558165544151,15100230.542771852,2567.039192271215,-0.00017000000000000348,-0.017000000000000348
84,2006-11-13,33658.72,33787.11,33142.3,33770.19,0.954305799648506,0,35173.36915,0.0,0.0,15154756.777196897,2576.7466990623134,0.003610953771242098,0.0
85,2006-11-14,33710.6,34069.56,32938.78,33051.9,0.9400179051029544,1,34964.28333,33051.9,458.43598911241935,15152180.468544774,2575.8706796526117,-0.00017000000000000348,-0.017000000000000348
86,2006-11-15,33531.32,33531.32,32431.47,32773.67,0.9271582733812951,1,34317.52096,33051.9,458.43598911241935,15279731.113795524,0.0,0.008417972945579777,0.0
87,2006-11-16,32446.64,32716.23,32172.37,32662.54,0.9211242067089755,1,34004.389859999996,33051.9,458.43598911241935,15330677.105265586,0.0,0.0033342204185820012,0.0
88,2006-11-17,32779.47,33104.52,32779.47,32904.79,0.9086799276672695,1,33892.92074,33051.9,458.43598911241935,15219620.986903101,0.0,-0.007244045230353269,-0.7244045230353269
89,2006-11-20,33125.3,33153.3,32103.26,32342.08,0.8917710196779965,1,34071.67523,33051.9,458.43598911241935,15477587.50233655,0.0,0.016949601810415382,0.0
90,2006-11-21,32314.16,32616.6,32179.23,32564.44,0.8847184986595175,1,33471.87869,33051.9,458.43598911241935,15375649.675797515,0.0,-0.006586157340324972,-0.6586157340324972
91,2006-11-22,32770.79,32899.48,32411.41,32874.19,0.8802083333333334,1,33655.577439999994,33051.9,458.43598911241935,15233649.12816994,0.0,-0.009235417730093953,-1.5760749156144893
92,2006-11-24,33158.42,33823.95,32929.65,33262.94,0.8737785016286646,1,33873.149600000004,33051.9,458.43598911241935,15055432.137402488,0.0,-0.011698903477952327,-2.727526915097933
93,2006-11-27,33445.97,35488.14,33367.69,35185.08,0.9269027882441598,1,34302.09003,35185.08,414.212259546346,14574091.489118949,4956.876444291502,-0.03197122765328908,-5.837447296493769
94,2006-11-28,35313.66,35598.37,33770.7,33949.2,0.9200316706254947,1,36556.40906,35185.08,414.212259546346,15086008.136447089,0.0,0.035125115531924544,-2.5299767540021834
95,2006-11-29,33485.69,33485.69,32500.31,32634.64,0.887704918032787,1,35506.238079999996,35185.08,414.212259546346,15630515.004356332,0.0,0.03609350220312679,0.0
96,2006-11-30,32545.71,33428.16,32329.08,32426.26,0.8862713241267263,1,34168.85028,35185.08,414.212259546346,15716828.5550006,0.0,0.005522118152870181,0.0
97,2006-12-01,32805.56,33888.98,32555.72,33118.1,0.926131850675139,1,33960.349389999996,35185.08,414.212259546346,15430259.945356056,0.0,-0.018233233800426407,-1.8233233800426407
98,2006-12-04,32941.58,33090.94,32507.07,32586.2,0.9056451612903226,1,34776.12519,35185.08,414.212259546346,15650579.446208756,0.0,0.014278405006327155,-0.4215170290876813
99,2006-12-05,32386.55,32775.71,32327.9,32700.38,0.9059485530546624,1,34284.859930000006,35185.08,414.212259546346,15603284.690413754,0.0,-0.0030219172368380898,-0.7224349631956728
100,2006-12-06,32711.63,32992.65,32599.21,32958.08,0.9056754596322942,1,34304.48982,35185.08,414.212259546346,15496542.191128662,0.0,-0.006841027476136019,-1.4015955133763303
101,2006-12-07,32766.58,33626.65,32696.03,33549.69,0.9399109792284867,1,34555.292810000006,35185.08,414.212259546346,15251490.076258447,0.0,-0.015813341573096218,-2.9607657620856154
102,2006-12-08,33567.56,34112.72,33370.95,33607.05,0.9068369646882043,1,35216.383160000005,35185.08,414.212259546346,15227730.861050868,0.0,-0.0015578291097316788,-3.1119363059675
103,2006-12-11,33471.12,33471.12,32605.4,32791.66,0.8083018867924529,1,35249.79595000001,35185.08,414.212259546346,15565475.395362364,0.0,0.02217957077080812,-0.9630006404191538
104,2006-12-12,32725.05,32984.82,32005.67,32448.9,0.8086560364464693,1,34237.41334000001,35185.08,414.212259546346,15707450.789444469,0.0,0.00912117301116333,-0.05966703475395185
105,2006-12-13,32177.01,32345.0,31690.7,31930.8,0.7794793261868299,1,33761.4357,35185.08,414.212259546346,15922054.161115432,0.0,0.01366252070738172,0.0
106,2006-12-14,31856.12,32255.86,31078.61,32079.26,0.7663335895465028,1,33191.35614,35185.08,414.212259546346,15860560.209063182,0.0,-0.003862187091564495,-0.3862187091564495
107,2006-12-15,31896.1,32518.57,31830.69,32517.78,0.7654226961157654,1,33352.08883,35185.08,414.212259546346,15678919.84900692,0.0,-0.011452329404636585,-1.5270285457406052
108,2006-12-18,32675.77,32736.37,32141.2,32625.88,0.8036391205458681,1,33689.28417,35185.08,414.212259546346,15634143.503749957,0.0,-0.0028558309939825666,-1.8082507096892408
109,2006-12-19,32877.36,33054.69,31626.4,31765.44,0.8155186064924782,1,33799.15827,35185.08,414.212259546346,15990548.300354017,0.0,0.02279656679104769,0.0
110,2006-12-20,31534.7,32303.84,31534.7,31666.41,0.8188347964884278,1,33092.65363,35185.08,414.212259546346,16031567.74041689,0.0,0.0025652303656131803,0.0
111,2006-12-21,31559.59,32100.02,31543.66,31902.64,0.8038167938931298,1,33052.60853,35185.08,414.212259546346,15933718.378344256,0.0,-0.006103542938345807,-0.6103542938345807
112,2006-12-22,32134.19,32673.41,31775.77,32362.91,0.8541353383458645,1,33230.07971,35185.08,414.212259546346,15743068.90164286,0.0,-0.01196515917844454,-1.7995672253980466
113,2006-12-26,32194.07,32194.07,31419.32,31526.8,0.8575780654988575,1,33714.8213,35185.08,414.212259546346,16089395.913972156,0.0,0.021998697616901985,0.0
114,2006-12-27,31106.11,31131.23,30566.12,30726.64,0.8451151707704528,1,32864.42901,35185.08,414.212259546346,16420831.99557076,0.0,0.020599659761668443,0.0
115,2006-12-28,30728.2,31088.77,30634.55,31001.67,0.8389312977099237,1,31999.26473,35185.08,414.212259546346,16306911.19782773,0.0,-0.006937577692394559,-0.6937577692394559
116,2006-12-29,31107.27,31737.8,30911.59,31321.95,0.8698269375470279,1,32242.882169999997,35185.08,414.212259546346,16174247.295340225,0.0,-0.008135440297557861,-1.501657774082621
117,2007-01-03,31321.95,31343.3,31321.95,31339.47,0.8998505231689087,1,32508.048890000002,35185.08,414.212259546346,16166990.296552973,0.0,-0.0004486761364990155,-1.5458516297241043
118,2007-01-04,31413.47,31882.15,31080.47,31170.37,0.8766184310738766,1,32420.92368,35185.08,414.212259546346,16237033.58964226,0.0,0.004332488101030263,-1.1193002034128097
119,2007-01-05,31408.12,32201.15,31311.48,31905.55,0.9052945563012678,1,32284.24575,35185.08,414.212259546346,15932513.020668978,0.0,-0.018754692308300625,-2.973777303327252
120,2007-01-08,32049.0,32207.7,31570.82,31568.51,0.9036144578313253,1,32934.86241,35185.08,414.212259546346,16072119.12062648,0.0,0.008762340239508504,-2.123600527904679
121,2007-01-09,31541.18,31708.22,30903.37,31439.99,0.8981900452488688,1,32577.05759,35185.08,414.212259546346,16125353.680223374,0.0,0.0033122302788668456,-1.7994113539867351
122,2007-01-10,31688.02,31827.17,31046.76,31086.64,0.880952380952381,1,32487.55052,35185.08,414.212259546346,16271715.582134075,0.0,0.00907650801422144,-0.908092924139936
123,2007-01-11,30915.25,30915.25,28733.87,28955.44,0.8780290791599352,1,32115.79541,35185.08,414.212259546346,17154484.74967925,0.0,0.054251757479981455,0.0
124,2007-01-12,28841.94,28898.69,28256.5,28444.99,0.8409279204639603,1,30205.43632,35185.08,414.212259546346,17365919.39756468,0.0,0.01232532780615192,0.0
125,2007-01-16,28747.43,28811.19,27702.21,28047.29,0.8788870703764321,1,29707.087880000003,35185.08,414.212259546346,17530651.613186263,0.0,0.009485948417144341,0.0
126,2007-01-17,28165.14,28353.69,27740.89,28074.07,0.8766556291390728,1,29412.1852,35185.08,414.212259546346,17519559.008875612,0.0,-0.0006327548202661459,-0.0632754820266146
127,2007-01-18,28068.21,28514.22,27734.87,28411.79,0.8966942148760331,1,29405.45983,35185.08,414.212259546346,17379671.244581617,0.0,-0.007984662412057641,-0.8612364898694325
128,2007-01-19,28198.89,28198.89,27419.81,27607.92,0.8957795004306633,1,29862.185830000002,35185.08,414.212259546346,17712644.053663142,0.0,0.019158751877158542,0.0
129,2007-01-22,27768.62,28438.24,27652.17,27969.09,0.8849630238290879,1,29054.76763,35185.08,414.212259546346,17563043.011882786,0.0,-0.008446002828663923,-0.8446002828663923
130,2007-01-23,28331.0,28331.0,27078.24,27127.88,0.8960138648180244,1,29399.672430000002,35185.08,414.212259546346,17911482.50673577,0.0,0.01983935782752666,0.0
131,2007-01-24,27029.73,27306.84,26821.9,26830.81,0.8806767586821015,1,28655.155590000002,35185.08,414.212259546346,18034532.5426792,0.0,0.0068698967769507124,0.0
132,2007-01-25,27035.31,27954.41,26991.65,27840.29,0.9257425742574259,1,28307.85972,35185.08,414.212259546346,17616393.550912354,0.0,-0.023185463264839834,-2.3185463264839834
133,2007-01-26,27737.28,28259.18,27479.77,27917.89,0.9205955334987593,1,29345.968670000002,35185.08,414.212259546346,17584250.67957156,0.0,-0.001824599981142483,-2.4967759050146476
134,2007-01-29,27758.23,27949.83,27589.45,27859.12,0.9408381265406738,1,29203.45938,35185.08,414.212259546346,17608593.9340651,0.0,0.0013843782676403737,-2.361794560552688
135,2007-01-30,27922.75,27922.75,27344.44,27426.06,0.9448275862068967,1,29100.445209999998,35185.08,414.212259546346,17787972.69518424,0.0,0.010187000835547577,-1.3671540801596826
136,2007-01-31,27607.09,27946.52,26701.94,26999.3,0.9196822594880847,1,28584.070020000003,35185.08,414.212259546346,17964741.91906824,0.0,0.009937570003795804,-0.3869832691576591
137,2007-02-01,26858.35,26891.05,26596.75,26669.79,0.913197519929141,1,28256.49948,35185.08,414.212259546346,18101229.00071135,0.0,0.007597497490250182,0.0
138,2007-02-02,26561.98,26831.51,26431.71,26560.57,0.896797153024911,1,27850.83663,35185.08,414.212259546346,18146469.263699006,0.0,0.002499292340087944,0.0
139,2007-02-05,26617.6,26770.8,26367.12,26596.63,0.9238178633975482,1,27682.06967,35185.08,414.212259546346,18131532.769619763,0.0,-0.0008231074520442805,-0.08231074520442805
140,2007-02-06,26543.19,26789.25,26178.0,26210.03,0.9342105263157895,1,27658.09444,35185.08,414.212259546346,18291667.229160383,0.0,0.008831821422672803,0.0
141,2007-02-07,25977.05,26087.99,25671.96,25863.6,0.9124668435013262,1,27170.77737,35185.08,414.212259546346,18435162.782235023,0.0,0.007844859152362105,0.0
142,2007-02-08,26173.03,26341.0,25903.38,26034.56,0.914185639229422,1,26813.5285,35185.08,414.212259546346,18364349.054342978,0.0,-0.003841231494862818,-0.3841231494862818
143,2007-02-09,25978.97,26967.98,25890.37,26540.6,0.9135802469135802,1,26902.041520000002,26540.6,678.1649949305585,17998905.86445398,6121.709375101888,-0.019899599425364567,-2.366439195217962
144,2007-02-12,26759.89,27154.61,26424.38,27012.48,0.9385610347615199,1,27454.89892,26540.6,678.1649949305585,17678893.366646145,0.0,-0.017779552836032497,-4.102320248116575
145,2007-02-13,26739.45,26801.7,26022.45,26021.81,0.903056768558952,1,27984.84537,26540.6,678.1649949305585,18350731.082174003,0.0,0.03800224943917474,-0.457992701547405
146,2007-02-14,25935.0,25935.0,25175.4,25243.54,0.9085257548845471,1,27025.722950000003,26540.6,678.1649949305585,18878526.55277861,0.0,0.028761550057115226,0.0
147,2007-02-15,25442.58,25465.1,24965.25,25063.65,0.9076376554174068,1,26171.31109,26540.6,678.1649949305585,19000521.653716665,0.0,0.006462109243377423,0.0
148,2007-02-16,25209.02,25271.83,24964.95,25080.92,0.8946428571428572,1,26023.692440000003,26540.6,678.1649949305585,18988809.744254217,0.0,-0.000616399363969955,-0.0616399363969955
149,2007-02-20,25198.94,25330.38,24367.38,24663.41,0.9014084507042254,1,26026.374,26540.6,678.1649949305585,19271950.411287673,0.0,0.014910922319348208,0.0
150,2007-02-21,24749.0,24845.29,24321.07,24416.66,0.8963093145869946,1,25696.67724,26540.6,678.1649949305585,19439287.62378679,0.0,0.008682941213936868,0.0
151,2007-02-22,24186.58,24624.53,24131.51,24245.39,0.8977072310405644,1,25436.26353,26540.6,678.1649949305585,19555436.942468546,0.0,0.005974978143727494,0.0
152,2007-02-23,24362.21,25392.35,24346.28,25150.89,0.8816666666666667,1,25277.08096,25150.89,749.4513825366016,18849369.282525986,6410.965284255482,-0.03610595160925256,-3.6105951609252562
153,2007-02-26,25010.65,25359.04,24824.55,24903.91,0.9154351395730707,1,26278.10761,25150.89,749.4513825366016,19034468.784984875,0.0,0.009819930825509582,-2.664057873093517
154,2007-02-27,25916.38,32553.67,25902.32,31016.63,1.0732708132046198,0,25945.85777,0.0,0.0,18250476.479697447,3103.108529998666,-0.041188031782944834,-6.673133751039417
155,2007-02-28,29678.52,29982.04,28110.8,28547.31,1.0656530753282654,0,32988.19361,0.0,0.0,18250476.479697447,0.0,0.0,-6.673133751039417
156,2007-03-01,30663.95,32189.4,28598.34,29794.54,1.0850480109739369,0,30690.31604,0.0,0.0,18250476.479697447,0.0,0.0,-6.673133751039417
157,2007-03-02,30224.05,31662.21,29880.79,31508.96,1.1299333412224253,0,32382.08526,0.0,0.0,18250476.479697447,0.0,0.0,-6.673133751039417
158,2007-03-05,32302.5,33148.95,31329.09,32979.97,1.1307602459239487,0,34297.71175,0.0,0.0,18250476.479697447,0.0,0.0,-6.673133751039417
159,2007-03-06,31609.57,31765.28,30504.57,30870.25,1.0404172099087354,0,36006.25961,0.0,0.0,18250476.479697447,0.0,0.0,-6.673133751039417
160,2007-03-07,30790.41,31026.38,29449.07,30350.38,1.0139720558882237,0,33943.28008,0.0,0.0,18250476.479697447,0.0,0.0,-6.673133751039417
161,2007-03-08,29349.0,29388.95,28390.23,29245.97,0.9993006993006992,0,33588.74521,0.0,0.0,18250476.479697447,0.0,0.0,-6.673133751039417
