,Ratio,Stop,CAGR,StDev,DrawDown,Sharpe,MaR,SM
0,0.88,0.0,-0.32705652064862756,0.19496088149729682,-55.0817912222995,-1.6775494557515236,0.005937652232998205,-0.009960705271907956
1,0.88,0.01,1.013369681959797,0.19639169745414628,-55.885326668475635,5.159941561156879,0.01813301885075012,0.0935653175972267
2,0.88,0.02,1.0170853921212863,0.1972730030408849,-57.30977232359742,5.155725195253884,0.01774715464543033,0.09149945234951215
3,0.88,0.03,0.9519745997864426,0.1980303420338761,-58.90043166573962,4.807215853940165,0.016162438421315917,0.07769633021728153
4,0.88,0.04,1.5660153398748156,0.19918540669646756,-57.762786097115026,7.862098764400033,0.027111146218638346,0.21315050918702516
5,0.88,0.05,1.9828155872220865,0.20082940119537235,-57.40639018297398,9.873133990441714,0.034539980321043856,0.341017853736886
6,0.88,0.06,2.5391512753411893,0.2023128177579518,-55.17625371115857,12.550619893886529,0.04601891401749307,0.5775658977630022
7,0.88,0.07,2.2831844661262313,0.20309103532401546,-57.123451043209684,11.242172567999338,0.03996930200171503,0.44934179052576173
8,0.88,0.08,2.2776623633000703,0.2039286993709179,-55.25573426045416,11.168915264630408,0.04122037999828309,0.46038693137668996
9,0.88,0.09,3.128196322095156,0.20561457726282872,-51.82411686445598,15.213883975242233,0.06036178735620011,0.9183372293754721
10,0.88,0.1,2.6977685217176806,0.20611628326882,-52.17526563477533,13.08857543389335,0.05170588954164502,0.6767564356423781
11,0.88,0.11,3.774201440133873,0.20923166505655744,-46.87797280633197,18.038385533631672,0.08051119138035932,1.4522919098909246
