Ratio,Stop,CAGR,StDev,DrawDown,Sharpe,MaR,SM
1.095,0.1,58.85343702389454,0.238122365408411,-19.748753160030375,247.15627582043038,2.9801089996409686,736.5526418902101
1.005,0.1,44.43913178687324,0.20137461508015778,-13.604101703250059,220.6789161046148,3.266598027288829,720.8693120115718
1.07,0.1,54.32785414351511,0.2271614472644484,-18.565637934756328,239.15965846207047,2.9262584099956572,699.8429619063228
0.97,0.1,37.0418361804338,0.1769149832478853,-11.308671186357145,209.37647846667937,3.2755250877858497,685.817908009862
1.09,0.1,54.875923681687965,0.22950204730682972,-19.75818731322193,239.10864554651369,2.7773764268833347,664.09471560489
0.945,0.1,29.993672834737485,0.15739090337493405,-8.625793554004746,190.56802007983296,3.4772073603375486,662.6445220665489
1.08,0.1,54.40216507798566,0.22817677325253682,-19.759417164394776,238.42113420446847,2.7532272144147516,656.4275551833744
0.96,0.1,34.19864364418552,0.1687979295067168,-10.61328424753083,202.60108488371412,3.222248914339763,652.831125810606
0.965,0.1,34.82175347102277,0.17093108167871887,-11.015837804643668,203.7180899403278,3.161062652569543,643.9656457631733
1.075,0.1,53.771460782893385,0.2272458290501434,-19.7610924058371,236.62243222527235,2.721077341200539,643.8679387479489
1.085,0.1,53.247489450697614,0.22837663588028662,-19.762517996276273,233.1564664898977,2.6943676641170273,628.2092439901656
1.015,0.1,45.88461244792028,0.20671392800117674,-16.232227566212632,221.9715569802296,2.8267600525407284,627.460330071981
1.01,0.1,41.853638564652115,0.20199818648423393,-14.409813760179569,207.19809070126882,2.9045232132223306,601.8116641771812
0.985,0.1,38.97400370844759,0.18970270961219163,-13.864942334748243,205.4477966504641,2.8109748145703537,577.5085820934261
0.94,0.1,28.134769258388115,0.15291658334872307,-8.980522473388497,183.98769212772274,3.1328655255591618,576.4086977941354
1.03,0.1,48.64712395894315,0.2143551766843498,-19.18756055865569,226.9463453666846,2.5353469926638468,575.3877342214745
1.035,0.1,49.173900214121915,0.21496304397706958,-19.61114413527627,228.75513532162006,2.507446780000385,573.5913274707485
1.04,0.1,49.965304172649574,0.21729211495570946,-20.10908919178981,229.9453166205961,2.484712445009669,571.3479898788838
0.995,0.1,41.328456438665185,0.19627700732713205,-15.254806413662802,210.56188394896222,2.7092088432960906,570.4561180556136
1.0,0.1,42.128076955241546,0.19851553460708266,-15.815140415506502,212.2155177358019,2.6637814049336934,565.2957499830055
1.045,0.1,50.406375095222856,0.21839582948715924,-20.75175452381487,230.80282811987735,2.4290175096942344,560.6241107901309
1.02,0.1,45.55369848487829,0.2086795387816876,-17.897843679115322,218.29499313075823,2.5452059645617586,555.6057185503739
1.055,0.1,52.28796465405821,0.22100684904411105,-22.43049906174298,236.58979294176527,2.3311101777151064,551.5168742700587
1.025,0.1,46.815264380583855,0.21106367551010496,-18.98343426456468,221.8063542551286,2.4661114384329976,546.9991873456943
0.99,0.1,41.20547952397722,0.19394799273480753,-16.03969281870211,212.45633400454437,2.5689693680375267,545.793814103224
0.98,0.1,36.86024943744932,0.1858760490347568,-13.526727184817178,198.3055354837936,2.7249939274906363,540.3813799811164
1.05,0.1,50.82928931834883,0.2193381973836891,-21.87914034712495,231.73934100239262,2.323184938343709,538.3733466384552
1.06,0.1,53.650494073724865,0.2239541972573814,-23.91451876095352,239.5601186793858,2.243427710589051,537.4358085973358
0.975,0.1,35.779423454161986,0.18189895282023225,-13.408665437738687,196.69944713492774,2.6683806543088773,524.8689994480928
0.935,0.1,25.475080429719597,0.14927095044133773,-8.629995373585386,170.66334979712678,2.951922837374108,503.78503976890437
1.065,0.1,52.08286128520072,0.2242035211680842,-25.043728871310577,232.30170968704132,2.079676774686115,483.11247035601633
0.955,0.1,30.477899749716975,0.16456425349779383,-13.28303147078973,185.2036460039942,2.2944987984662917,424.9495432277411
0.95,0.1,27.226004999494613,0.15906685511955926,-11.580582620470325,171.1607674586309,2.351004771674335,402.39978101868246
0.93,0.1,21.838611411260356,0.1461742979260535,-8.635685545616145,149.40117189622524,2.528879878256637,377.817617396325
0.94,0.3,41.841292477098314,0.2017528695263527,-28.874757908939642,207.38883454459642,1.4490612391989692,300.51912158122286
0.925,0.1,18.03117774687113,0.135226283640776,-8.650311209726414,133.340777113792,2.084454224790995,277.9427461917582
0.935,0.3,36.189689822513586,0.19727206353820495,-27.028710696187797,183.45065780439236,1.3389351134539274,245.6285273205217
0.945,0.3,40.92108397401062,0.20877734754552993,-35.07785806974102,196.00346711506427,1.1665787543997763,228.6534805251292
0.915,0.1,13.707353326058591,0.12444810815185892,-8.241371260389375,110.14513221311545,1.6632369654235148,183.19745545831395
0.92,0.1,14.117905595439485,0.1267768229390387,-8.661505723255624,111.36030441643229,1.6299597375469894,181.51281255976082
0.93,0.3,30.793586011030083,0.19334369749841918,-27.179220820335704,159.26863098954576,1.1329826640206728,180.44859783346104
0.94,0.5,38.915676422927945,0.23716239520658972,-41.69424881295698,164.0887307999605,0.9333583774948463,153.15359154463974
0.95,0.3,36.257542145609214,0.21491527962505944,-41.38469556748902,168.70620929728224,0.8761099157170654,147.80518280838754
0.9,0.1,11.156046073881342,0.11252232932614002,-7.587181201132431,99.1451753682252,1.4703808671679328,145.78116893344773
0.96,0.3,39.236578570877676,0.22887098129976297,-46.45078557229731,171.4353578074964,0.8446913886915596,144.8099704572485
0.91,0.3,21.22679852992315,0.16477759362925856,-20.149596473534736,128.82090375516952,1.0534602297273423,135.70769886360475
0.925,0.3,25.473471080751775,0.18384589829999357,-26.13026585565499,138.55882190629578,0.9748645965360098,135.07609001418587
0.905,0.1,11.057070662663303,0.11539725531609184,-8.094161044177362,95.81744931780388,1.3660551850049176,130.8919234545319
0.915,0.3,21.98581364088712,0.17014649935626525,-22.044912738731583,129.21696140719067,0.9973191502935447,128.87055015413316
0.91,0.1,11.506376507216288,0.1200900808999221,-8.600631535544178,95.81454538951645,1.3378525123025466,128.18573026449099
0.92,0.3,23.741184769499046,0.17599726560872525,-25.14065095778073,134.89519105529814,0.9443345285437582,127.38618664802516
0.955,0.3,36.04512955968959,0.21928485628947608,-47.32225567571334,164.37582681088895,0.7616950850081439,125.20425937600399
0.905,0.3,18.347183863302053,0.15531396955823776,-18.42389628200889,118.12964355677258,0.9958362543116492,117.63778176274666
0.97,0.3,36.924244943744355,0.23853120242187426,-48.99327021371265,154.7983851539846,0.7536595288021759,116.66527801448979
0.945,0.5,38.428744429601444,0.24888943394823204,-51.11594375395837,154.40086716414993,0.7517956552768442,116.07790110498507
0.965,0.3,36.0432421751939,0.23206294043326858,-48.26341041988474,155.31666584892906,0.7468026370623806,115.99089563571681
0.895,0.3,17.558478100500864,0.14600269509477998,-19.744690337672722,120.26132866316267,0.889275942049059,106.94550633900549
0.895,0.1,9.060178452396261,0.10689889386827413,-7.69145892633103,84.7546510963962,1.1779531736663822,99.83701024198683
0.9,0.3,16.951775737238762,0.15053653366187372,-20.050136029636867,112.60904794921638,0.8454693630098917,95.20750003877433
0.935,0.5,29.427991355095106,0.2310546199310466,-41.46947219947011,127.36378681316683,0.7096302362746525,90.38119412906204
0.975,0.3,33.168776937937785,0.24641217862535963,-52.999999678453136,134.60688965526725,0.6258259837579276,84.24048913910244
0.96,0.5,37.05481363355916,0.27214247367450717,-61.569541722536236,136.1596120342396,0.6018367620884211,81.94586003390236
0.98,0.3,30.969965205476193,0.25325992541600856,-49.72078754161638,122.28529703072628,0.6228776078728495,76.16877329251966
0.95,0.5,34.171874736258246,0.2558451524676787,-60.651176883031255,133.56467537752246,0.5634165154315203,75.25254398594588
0.985,0.3,30.64672086701585,0.257023246479004,-49.8161567801042,119.23715573143441,0.6151964111220976,73.3542702783851
0.99,0.3,30.4804062221772,0.2615820321465386,-48.487604618080226,116.52331764554089,0.6286226441223611,73.24919604024969
0.955,0.5,34.34637747833147,0.26250579333006163,-63.208487417639546,130.84045514815003,0.543382366538745,71.0963961574083
0.94,0.7,31.569373829295944,0.25383562024889994,-57.09275905592759,124.36936076323889,0.552948821379798,68.76989144979183
1.015,0.3,31.063906917606786,0.2856421821217806,-49.94939692744127,108.75111892389552,0.6219075470066557,67.63314160418896
1.005,0.3,30.90451688273006,0.27284724808075034,-53.40680713735671,113.26673477602286,0.5786625065087093,65.54321264955058
1.03,0.3,31.025947931670128,0.29359178113953,-50.89707948328759,105.67716783912624,0.6095820869615458,64.41890851556012
0.89,0.1,8.133643656849522,0.1010134254676472,-10.24089971829757,80.52042210423389,0.7942313547233568,63.95184393074221
0.93,0.5,24.67010850921445,0.22738325905458628,-42.1924881840481,108.49571165347785,0.5847038079764536,63.43785575290379
0.965,0.5,33.32126926434209,0.27800762517895344,-65.01658799677004,119.85739327435066,0.5125041207329653,61.427407953416306
0.885,0.1,7.422150217308898,0.09677065768503026,-9.375531462692377,76.69835459284114,0.791651144987729,60.71834023209754
1.0,0.3,28.651030900754314,0.2680278071796931,-51.60280635320367,106.89574041676164,0.5552223401310337,59.35090314423391
0.995,0.3,27.679382114633675,0.2649988196172054,-49.09582743460172,104.45096379907254,0.5637827807567577,58.88765482336455
1.02,0.3,29.73857090023091,0.2878562357092675,-52.48976036655526,103.31049743270675,0.5665594716484808,58.531540841216064
0.97,0.5,33.20849551958891,0.2854633937556193,-66.44672129566491,116.33188789179104,0.4997762850001672,58.139918757615256
0.945,0.7,31.676079986341566,0.26615367259883743,-64.84883538607326,119.0142509665295,0.4884602753119638,58.13373379315815
1.035,0.3,29.64960792036222,0.2943634354390211,-52.85588480051611,100.72449343493373,0.5609518794787579,56.50159390187189
1.055,0.3,30.123660101320972,0.3029636614045406,-53.934824405955794,99.4299447058026,0.5585196657837741,55.533579485984006
1.025,0.3,29.01498577563604,0.2904190590341004,-52.60740440476424,99.9073059190277,0.5515380601634164,55.102681702733555
1.06,0.3,29.57109941449132,0.3050607922385533,-56.78868811036865,96.93510331988888,0.5207216507100846,50.47620701248514
1.01,0.3,27.663082826052698,0.2751497525528918,-56.449001806967544,100.53827986174564,0.4900544197512846,49.26922840044002
0.94,0.9,28.95030346665177,0.26700946947717635,-64.26340485565692,108.42425747423317,0.4504943915075387,48.84451989551138
1.005,0.5,31.993854570698275,0.32843765456675317,-64.63344008266053,97.41226112731145,0.49500466832309914,48.21952400992793
0.975,0.5,30.84697515039703,0.29490008384078975,-67.07275960612118,104.60144584784402,0.4599031757682724,48.106537135376435
0.99,0.5,29.666701784633197,0.31585655314974215,-58.9340377496802,93.92460434584913,0.503388244169545,47.28054166597621
0.985,0.5,29.447863969405176,0.3083153362564629,-61.66343647865349,95.51216078628619,0.4775579444003153,45.612591170331235
